Episodes,Goal Rates
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.05559999868273735
20,0.05260000005364418
21,0.10000000149011612
22,0.09520000219345093
23,0.0908999964594841
24,0.08699999749660492
25,0.08330000191926956
26,0.07999999821186066
27,0.07689999788999557
28,0.07410000264644623
29,0.1071000024676323
30,0.10339999943971634
31,0.10000000149011612
32,0.09679999947547913
33,0.125
34,0.12120000272989273
35,0.11760000139474869
36,0.11429999768733978
37,0.11110000312328339
38,0.13510000705718994
39,0.1316000074148178
40,0.1281999945640564
41,0.125
42,0.14630000293254852
43,0.1429000049829483
44,0.16279999911785126
45,0.1590999960899353
46,0.15559999644756317
47,0.17389999330043793
48,0.1914999932050705
49,0.20829999446868896
50,0.20409999787807465
51,0.20000000298023224
52,0.19609999656677246
53,0.1923000067472458
54,0.1923000067472458
55,0.20749999582767487
56,0.22220000624656677
57,0.21819999814033508
58,0.2143000066280365
59,0.21050000190734863
60,0.2069000005722046
61,0.20340000092983246
62,0.2167000025510788
63,0.21310000121593475
64,0.20970000326633453
65,0.22220000624656677
66,0.23440000414848328
67,0.24619999527931213
68,0.24240000545978546
69,0.23880000412464142
70,0.2353000044822693
71,0.23190000653266907
72,0.24289999902248383
73,0.2393999993801117
74,0.25
75,0.24660000205039978
76,0.24320000410079956
77,0.23999999463558197
78,0.23999999463558197
79,0.25
80,0.2468000054359436
81,0.2563999891281128
82,0.2531999945640564
83,0.26249998807907104
84,0.25929999351501465
85,0.26829999685287476
86,0.27709999680519104
87,0.27379998564720154
88,0.27059999108314514
89,0.2791000008583069
90,0.2874000072479248
91,0.2955000102519989
92,0.3034000098705292
93,0.3111000061035156
94,0.31869998574256897
95,0.31520000100135803
96,0.32260000705718994
97,0.329800009727478
98,0.3368000090122223
99,0.34380000829696655
100,0.3504999876022339
101,0.34689998626708984
102,0.35350000858306885
103,0.3499999940395355
104,0.3564000129699707
105,0.3626999855041504
106,0.36890000104904175
107,0.375
108,0.38100001215934753
109,0.38679999113082886
110,0.3831999897956848
111,0.3889000117778778
112,0.3944999873638153
113,0.39089998602867126
114,0.3874000012874603
115,0.3928999900817871
116,0.38940000534057617
117,0.38600000739097595
118,0.38260000944137573
119,0.37929999828338623
120,0.37610000371932983
121,0.3813999891281128
122,0.38659998774528503
123,0.3833000063896179
124,0.38019999861717224
125,0.37700000405311584
126,0.37700000405311584
127,0.382099986076355
128,0.3790000081062317
129,0.37599998712539673
130,0.38100001215934753
131,0.38580000400543213
132,0.3905999958515167
133,0.3953000009059906
134,0.4000000059604645
135,0.3968999981880188
136,0.40149998664855957
137,0.398499995470047
138,0.40299999713897705
139,0.4000000059604645
140,0.3971000015735626
141,0.39419999718666077
142,0.3986000120639801
143,0.40290001034736633
144,0.4000000059604645
145,0.39719998836517334
