Episodes,Cumulative Number of Goals
1,0.0
2,0.0
3,1.0
4,1.0
5,2.0
6,2.0
7,2.0
8,3.0
9,3.0
10,4.0
11,4.0
12,4.0
13,4.0
14,4.0
15,5.0
16,5.0
17,6.0
18,7.0
19,8.0
20,8.0
21,8.0
