Episodes,Goal Rates
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.10000000149011612
11,0.0908999964594841
12,0.08330000191926956
13,0.07689999788999557
14,0.1429000049829483
15,0.13330000638961792
16,0.125
17,0.17649999260902405
18,0.16670000553131104
19,0.15790000557899475
20,0.15000000596046448
21,0.1429000049829483
22,0.1363999992609024
23,0.13040000200271606
24,0.125
25,0.11999999731779099
26,0.11540000140666962
27,0.11110000312328339
28,0.1071000024676323
29,0.10339999943971634
30,0.10000000149011612
31,0.1289999932050705
32,0.125
33,0.12120000272989273
34,0.11760000139474869
35,0.11429999768733978
36,0.11110000312328339
37,0.10809999704360962
38,0.10530000180006027
39,0.10260000079870224
40,0.10000000149011612
41,0.09759999811649323
42,0.09520000219345093
43,0.09300000220537186
44,0.09300000220537186
45,0.09300000220537186
46,0.0908999964594841
47,0.08889999985694885
48,0.08699999749660492
49,0.08510000258684158
50,0.08330000191926956
51,0.10199999809265137
52,0.10000000149011612
53,0.09799999743700027
54,0.09799999743700027
55,0.09799999743700027
56,0.09799999743700027
57,0.09799999743700027
58,0.09799999743700027
59,0.09799999743700027
60,0.09799999743700027
61,0.09799999743700027
62,0.09799999743700027
63,0.09799999743700027
64,0.11540000140666962
65,0.11540000140666962
66,0.11540000140666962
67,0.11540000140666962
68,0.11540000140666962
69,0.11540000140666962
70,0.11540000140666962
71,0.11540000140666962
72,0.11540000140666962
73,0.11540000140666962
74,0.11540000140666962
75,0.11540000140666962
76,0.11540000140666962
77,0.11540000140666962
78,0.11540000140666962
79,0.11540000140666962
80,0.11540000140666962
81,0.11540000140666962
82,0.11540000140666962
83,0.11540000140666962
84,0.11540000140666962
85,0.13210000097751617
86,0.14810000360012054
87,0.16359999775886536
88,0.1785999983549118
89,0.19300000369548798
90,0.2069000005722046
91,0.22030000388622284
92,0.23330000042915344
93,0.2459000051021576
94,0.2581000030040741
95,0.26980000734329224
96,0.28119999170303345
97,0.2922999858856201
98,0.30300000309944153
99,0.313400000333786
100,0.32350000739097595
101,0.33329999446868896
102,0.34290000796318054
103,0.3521000146865845
104,0.3610999882221222
105,0.3698999881744385
106,0.3783999979496002
107,0.38670000433921814
108,0.39469999074935913
109,0.4025999903678894
110,0.41029998660087585
111,0.41769999265670776
112,0.42500001192092896
113,0.43209999799728394
114,0.4390000104904175
115,0.4458000063896179
116,0.45239999890327454
117,0.45879998803138733
118,0.4650999903678894
119,0.47130000591278076
120,0.4772999882698059
121,0.4830999970436096
122,0.48890000581741333
123,0.4945000112056732
124,0.5
125,0.5054000020027161
126,0.5105999708175659
127,0.5157999992370605
128,0.520799994468689
129,0.5257999897003174
130,0.5306000113487244
131,0.5353999733924866
132,0.5400000214576721
133,0.5446000099182129
134,0.5490000247955322
135,0.5533999800682068
136,0.557699978351593
137,0.5619000196456909
138,0.5659999847412109
139,0.5701000094413757
140,0.5741000175476074
