Episodes,Rewards
1,-1364.7628173828125
2,-1266.5091552734375
3,-1400.0164794921875
4,1004.6466064453125
5,-1496.7640380859375
6,1046.1851806640625
7,-1576.76416015625
8,-869.50390625
9,-987.0383911132812
10,1102.0977783203125
11,-1131.5162353515625
12,1118.95361328125
13,-1556.5789794921875
14,-1829.0748291015625
15,-1444.8509521484375
16,-1512.450927734375
17,-1698.8387451171875
18,1157.041259765625
19,-1438.2823486328125
20,-1510.3511962890625
21,-1265.4822998046875
22,-1212.393798828125
23,-1266.44677734375
24,981.2893676757812
25,-1282.6466064453125
26,-1526.765380859375
27,-1400.9959716796875
28,1031.7010498046875
29,-1476.43798828125
30,-1056.921142578125
31,-1685.0557861328125
32,1196.3858642578125
33,-1205.649658203125
34,1102.21044921875
35,-1191.327880859375
36,988.5678100585938
37,-1695.0352783203125
38,-1182.5919189453125
39,-1392.866455078125
40,-1026.2581787109375
41,-1187.9454345703125
42,-1096.627685546875
43,-1357.66064453125
44,-1415.8992919921875
45,-1081.9176025390625
46,1000.0
47,-1420.83544921875
48,965.1683959960938
