Episodes,Rewards
1,-1113.38623046875
2,-1060.719482421875
3,-1104.1241455078125
4,-1159.145263671875
5,-1070.4307861328125
6,-1315.5933837890625
7,-1090.4676513671875
8,-1126.9656982421875
9,-1132.9345703125
10,-1119.35205078125
11,-1157.0380859375
12,735.7234497070312
13,-1232.83056640625
14,-1183.677978515625
15,-1198.025634765625
16,-1129.5977783203125
17,-1244.8909912109375
18,-1147.094482421875
19,-1364.0604248046875
20,-1520.4495849609375
21,-1700.2625732421875
22,-1076.6380615234375
23,-1319.4913330078125
24,-1170.2169189453125
25,-1123.182373046875
26,-1065.971435546875
27,-1123.2303466796875
28,-1108.789306640625
29,-1373.396728515625
30,-1271.3076171875
31,-1391.8416748046875
32,-1025.12109375
33,-1236.137939453125
34,-1129.4559326171875
35,-1309.91845703125
36,-1732.2542724609375
37,-1627.430908203125
38,-1120.519287109375
39,1007.511474609375
40,-1169.064453125
41,-1415.919677734375
42,-1010.0
43,-1253.0716552734375
44,-1519.2796630859375
45,-1317.9296875
46,-1366.7796630859375
47,-2028.133056640625
48,-1034.121337890625
