Episodes,Rewards
1,-1471.052978515625
2,-1210.8919677734375
3,-1077.2000732421875
4,1174.528076171875
5,-1344.0194091796875
6,-1100.9010009765625
7,-1136.026123046875
8,-1122.3779296875
9,-1062.7115478515625
10,-1308.910888671875
11,-1273.892578125
12,-1177.103515625
13,-1455.2486572265625
14,-1640.462158203125
15,-1283.52294921875
16,-1196.374267578125
17,-1213.9849853515625
18,-1431.897705078125
19,-1148.7166748046875
20,-1315.7039794921875
21,-1433.25732421875
22,-1412.2489013671875
23,1148.977783203125
24,-1468.103759765625
25,-1299.614990234375
26,-1790.4483642578125
27,-1297.0897216796875
28,-1472.0477294921875
29,-1078.435302734375
30,-1431.7008056640625
31,-1326.6641845703125
32,-1643.6983642578125
33,976.6392822265625
34,-1482.998046875
35,-1098.716552734375
36,-1909.7142333984375
37,-1018.6337890625
38,-1214.5279541015625
39,-1410.5079345703125
40,-1409.182373046875
41,-1172.754150390625
42,-1748.01123046875
43,1046.3870849609375
44,-1587.97802734375
45,-1351.9993896484375
46,-1240.177978515625
47,-1126.5555419921875
48,-1332.4788818359375
