Episodes,Goal Rates
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.16670000553131104
7,0.1429000049829483
8,0.1429000049829483
9,0.125
10,0.11110000312328339
11,0.20000000298023224
12,0.1817999929189682
13,0.16670000553131104
14,0.15379999577999115
15,0.1429000049829483
16,0.13330000638961792
17,0.125
18,0.11760000139474869
19,0.11110000312328339
20,0.11110000312328339
21,0.11110000312328339
22,0.11110000312328339
23,0.10530000180006027
24,0.10530000180006027
25,0.10530000180006027
26,0.10530000180006027
27,0.10000000149011612
28,0.1429000049829483
29,0.1363999992609024
30,0.13040000200271606
31,0.125
32,0.11999999731779099
33,0.15379999577999115
34,0.14810000360012054
35,0.14810000360012054
36,0.14810000360012054
37,0.1429000049829483
38,0.1429000049829483
39,0.1429000049829483
40,0.1378999948501587
41,0.13330000638961792
42,0.1289999932050705
43,0.15620000660419464
44,0.15150000154972076
45,0.14710000157356262
46,0.1429000049829483
47,0.1388999968767166
48,0.13510000705718994
49,0.1316000074148178
50,0.1281999945640564
51,0.125
52,0.12200000137090683
53,0.11900000274181366
54,0.11630000174045563
55,0.1136000007390976
56,0.1136000007390976
57,0.13330000638961792
58,0.13330000638961792
59,0.13330000638961792
60,0.13040000200271606
61,0.12770000100135803
62,0.12770000100135803
63,0.125
64,0.1429000049829483
65,0.14000000059604645
66,0.15690000355243683
67,0.17309999465942383
68,0.16979999840259552
69,0.16979999840259552
70,0.16670000553131104
71,0.1817999929189682
72,0.1964000016450882
73,0.19300000369548798
74,0.18970000743865967
75,0.18639999628067017
76,0.18639999628067017
77,0.20000000298023224
78,0.19670000672340393
79,0.20970000326633453
80,0.20630000531673431
81,0.21879999339580536
82,0.21539999544620514
83,0.21539999544620514
84,0.21209999918937683
85,0.20900000631809235
86,0.20900000631809235
87,0.20900000631809235
88,0.22059999406337738
89,0.21739999949932098
90,0.21739999949932098
91,0.21739999949932098
92,0.22859999537467957
93,0.22859999537467957
94,0.22540000081062317
95,0.22220000624656677
96,0.22220000624656677
97,0.219200000166893
98,0.21619999408721924
99,0.22669999301433563
100,0.22669999301433563
101,0.22370000183582306
102,0.2337999939918518
103,0.23080000281333923
104,0.23080000281333923
105,0.23080000281333923
106,0.24050000309944153
107,0.25
108,0.25
109,0.24690000712871552
110,0.24390000104904175
111,0.24390000104904175
112,0.24390000104904175
113,0.2409999966621399
114,0.23810000717639923
115,0.24709999561309814
116,0.24420000612735748
117,0.25290000438690186
118,0.25
119,0.25
120,0.24719999730587006
121,0.2443999946117401
122,0.2443999946117401
123,0.241799995303154
124,0.241799995303154
125,0.25
126,0.24729999899864197
127,0.25529998540878296
128,0.25529998540878296
129,0.25529998540878296
130,0.2632000148296356
131,0.27079999446868896
132,0.2680000066757202
133,0.27549999952316284
134,0.27549999952316284
135,0.28279998898506165
136,0.28999999165534973
137,0.296999990940094
138,0.29409998655319214
139,0.3009999990463257
140,0.3009999990463257
141,0.3009999990463257
