Episodes,Rewards
1,-1352.537353515625
2,699.1400756835938
3,-1105.3160400390625
4,-1516.8709716796875
5,-1036.783447265625
6,-1291.0396728515625
7,-1000.0
8,-977.5153198242188
9,-1046.05078125
10,-990.8110961914062
11,-1000.0
