Steps,Goal X Coordinates
1,-0.43933171033859253
2,-0.43933171033859253
3,-0.43933171033859253
4,-0.43933171033859253
5,-0.43933171033859253
6,-0.43933171033859253
7,-0.43933171033859253
8,-0.43933171033859253
9,-0.43933171033859253
10,-0.43933171033859253
11,-0.43933171033859253
12,-0.43933171033859253
13,-0.43933171033859253
14,-0.43933171033859253
15,-0.43933171033859253
16,-0.43933171033859253
17,-0.43933171033859253
18,-0.43933171033859253
19,-0.43933171033859253
20,-0.43933171033859253
21,-0.43933171033859253
22,-0.43933171033859253
23,-0.43933171033859253
24,-0.43933171033859253
25,-0.43933171033859253
26,-0.43933171033859253
27,-0.43933171033859253
28,-0.43933171033859253
29,-0.43933171033859253
30,-0.43933171033859253
31,-0.43933171033859253
32,-0.43933171033859253
33,-0.43933171033859253
34,-0.43933171033859253
35,-0.43933171033859253
36,-0.43933171033859253
37,-0.43933171033859253
38,-0.43933171033859253
39,-0.43933171033859253
40,-0.43933171033859253
41,-0.43933171033859253
42,-0.43933171033859253
43,-0.43933171033859253
44,-0.43933171033859253
45,-0.43933171033859253
46,-0.43933171033859253
47,-0.43933171033859253
48,-0.43933171033859253
49,-0.43933171033859253
50,-0.43933171033859253
51,-0.43933171033859253
52,-0.43933171033859253
53,-0.43933171033859253
54,-0.43933171033859253
55,-0.43933171033859253
56,-0.43933171033859253
57,-0.43933171033859253
58,-0.43933171033859253
59,-0.43933171033859253
60,-0.43933171033859253
61,-0.43933171033859253
62,-0.43933171033859253
63,-0.43933171033859253
64,-0.43933171033859253
65,-0.43933171033859253
66,-0.43933171033859253
67,-0.43933171033859253
68,-0.43933171033859253
69,-0.43933171033859253
70,-0.43933171033859253
71,-0.43933171033859253
72,-0.43933171033859253
73,-0.43933171033859253
74,-0.43933171033859253
75,-0.43933171033859253
76,-0.43933171033859253
77,-0.43933171033859253
78,-0.43933171033859253
79,-0.43933171033859253
80,-0.43933171033859253
81,-0.43933171033859253
82,-0.43933171033859253
83,-0.43933171033859253
84,-0.43933171033859253
85,-0.43933171033859253
86,-0.43933171033859253
87,-0.43933171033859253
88,-0.43933171033859253
89,-0.43933171033859253
90,-0.43933171033859253
91,-0.43933171033859253
92,-0.43933171033859253
93,-0.43933171033859253
94,-0.43933171033859253
95,-0.43933171033859253
96,-0.43933171033859253
97,-0.43933171033859253
98,-0.43933171033859253
99,-0.43933171033859253
100,-0.43933171033859253
101,-0.43933171033859253
102,-0.43933171033859253
103,-0.43933171033859253
104,-0.43933171033859253
105,-0.43933171033859253
106,-0.43933171033859253
107,-0.43933171033859253
108,-0.43933171033859253
109,-0.43933171033859253
110,-0.43933171033859253
111,-0.43933171033859253
112,-0.43933171033859253
113,-0.43933171033859253
114,-0.43933171033859253
115,-0.43933171033859253
116,-0.43933171033859253
117,-0.43933171033859253
118,-0.43933171033859253
119,-0.43933171033859253
120,-0.43933171033859253
121,-0.43933171033859253
122,-0.43933171033859253
123,-0.43933171033859253
124,-0.43933171033859253
125,-0.43933171033859253
126,-0.43933171033859253
127,-0.43933171033859253
128,-0.43933171033859253
129,-0.43933171033859253
130,-0.43933171033859253
131,-0.43933171033859253
132,-0.43933171033859253
133,-0.43933171033859253
134,-0.43933171033859253
135,0.5460764765739441
136,0.5460764765739441
137,0.5460764765739441
138,0.5460764765739441
139,0.5460764765739441
140,0.5460764765739441
141,0.5460764765739441
142,0.5460764765739441
143,0.5460764765739441
144,0.5460764765739441
145,0.5460764765739441
146,0.5460764765739441
147,0.5460764765739441
148,0.5460764765739441
149,0.5460764765739441
150,0.5460764765739441
151,0.5460764765739441
152,0.5460764765739441
153,0.5460764765739441
154,0.5460764765739441
155,0.5460764765739441
156,0.5460764765739441
157,0.5460764765739441
158,0.5460764765739441
159,0.5460764765739441
160,0.5460764765739441
161,0.5460764765739441
162,0.5460764765739441
163,0.5460764765739441
164,0.5460764765739441
165,0.5460764765739441
166,0.5460764765739441
167,0.5460764765739441
168,0.5460764765739441
169,0.5460764765739441
170,0.5460764765739441
171,0.5460764765739441
172,0.5460764765739441
173,0.5460764765739441
174,0.5460764765739441
175,0.5460764765739441
176,0.5460764765739441
177,0.5460764765739441
178,0.5460764765739441
179,0.5460764765739441
180,0.5460764765739441
181,0.5460764765739441
182,0.5460764765739441
183,0.5460764765739441
184,0.5460764765739441
185,0.5460764765739441
186,0.5460764765739441
187,0.5460764765739441
188,0.5460764765739441
189,0.5460764765739441
190,0.5460764765739441
191,0.5460764765739441
192,0.5460764765739441
193,0.5460764765739441
194,0.5460764765739441
195,0.5460764765739441
196,0.5460764765739441
197,0.5460764765739441
198,0.5460764765739441
199,0.5460764765739441
200,0.5460764765739441
201,0.5460764765739441
202,-1.7489498853683472
203,-1.7489498853683472
204,-1.7489498853683472
205,-1.7489498853683472
206,-1.7489498853683472
207,-1.7489498853683472
208,-1.7489498853683472
209,-1.7489498853683472
210,-1.7489498853683472
211,-1.7489498853683472
212,-1.7489498853683472
213,-1.7489498853683472
214,-1.7489498853683472
215,-1.7489498853683472
216,-1.7489498853683472
217,-1.7489498853683472
218,-1.7489498853683472
219,-1.7489498853683472
220,-1.7489498853683472
221,-1.7489498853683472
222,-1.7489498853683472
223,-1.7489498853683472
224,-1.7489498853683472
225,-1.7489498853683472
226,-1.7489498853683472
227,-1.7489498853683472
228,-1.7489498853683472
229,-1.7489498853683472
230,-1.7489498853683472
231,-1.7489498853683472
232,-1.7489498853683472
233,-1.7489498853683472
234,-1.7489498853683472
235,-1.7489498853683472
236,-1.7489498853683472
237,-1.7489498853683472
238,-1.7489498853683472
239,-1.7489498853683472
240,-1.7489498853683472
241,-1.7489498853683472
242,-1.7489498853683472
243,-1.7489498853683472
244,-1.7489498853683472
245,-1.7489498853683472
246,-1.7489498853683472
247,-1.7489498853683472
248,-1.7489498853683472
249,-1.7489498853683472
250,-1.7489498853683472
251,-1.7489498853683472
252,-1.7489498853683472
253,-1.7611695528030396
254,-1.7611695528030396
255,-1.7611695528030396
256,-1.7611695528030396
257,-1.7611695528030396
258,-1.7611695528030396
259,-1.7611695528030396
260,-1.7611695528030396
261,-1.7611695528030396
262,-1.7611695528030396
263,-1.7611695528030396
264,-1.7611695528030396
265,-1.7611695528030396
266,-1.7611695528030396
267,-1.7611695528030396
268,-1.7611695528030396
269,-1.7611695528030396
270,-1.7611695528030396
271,-1.7611695528030396
272,-1.7611695528030396
273,-1.7611695528030396
274,-1.7611695528030396
275,-1.7611695528030396
276,-1.7611695528030396
277,-1.7611695528030396
278,-1.7611695528030396
279,-1.7611695528030396
280,-1.7611695528030396
281,-1.7611695528030396
282,-1.7611695528030396
283,-1.7611695528030396
284,-1.7611695528030396
285,-1.7611695528030396
286,-1.7611695528030396
287,-1.7611695528030396
288,-1.7611695528030396
289,-1.7611695528030396
290,-1.7611695528030396
291,-1.7611695528030396
292,-1.7611695528030396
293,-1.7611695528030396
294,-1.7611695528030396
295,-1.7611695528030396
296,-1.5164934396743774
297,-1.5164934396743774
298,-1.5164934396743774
299,-1.5164934396743774
300,-1.5164934396743774
301,-1.5164934396743774
302,-1.5164934396743774
303,-1.5164934396743774
304,-1.5164934396743774
305,-1.5164934396743774
306,-1.5164934396743774
307,-1.5164934396743774
308,-1.5164934396743774
309,-1.5164934396743774
310,-1.5164934396743774
311,-1.5164934396743774
312,-1.5164934396743774
313,-1.5164934396743774
314,-1.5164934396743774
315,-1.5164934396743774
316,-1.5164934396743774
317,-1.5164934396743774
318,-1.5164934396743774
319,-1.5164934396743774
320,-1.5164934396743774
321,-1.5164934396743774
322,-1.5164934396743774
323,-1.5164934396743774
324,-1.5164934396743774
325,-1.5164934396743774
326,-1.5164934396743774
327,-1.2482306957244873
328,-1.2482306957244873
329,-1.2482306957244873
330,-1.2482306957244873
331,-1.2482306957244873
332,-1.2482306957244873
333,-1.2482306957244873
334,-1.2482306957244873
335,-1.2482306957244873
336,-1.2482306957244873
337,-1.2482306957244873
338,-1.2482306957244873
339,-1.2482306957244873
340,-1.2482306957244873
341,-1.2482306957244873
342,-1.2482306957244873
343,-1.2482306957244873
344,-1.2482306957244873
345,-1.2482306957244873
346,-1.2482306957244873
347,-1.2482306957244873
348,-1.2482306957244873
349,-1.2482306957244873
350,-1.2482306957244873
351,-1.2482306957244873
352,-1.2482306957244873
353,-1.2482306957244873
354,-1.2482306957244873
355,-1.2482306957244873
356,-1.2482306957244873
357,-1.2482306957244873
358,-1.2482306957244873
359,-1.2482306957244873
360,-1.2482306957244873
361,-1.2482306957244873
362,-1.2482306957244873
363,0.06336967647075653
364,0.06336967647075653
365,0.06336967647075653
366,0.06336967647075653
367,0.06336967647075653
368,0.06336967647075653
369,0.06336967647075653
370,0.06336967647075653
371,0.06336967647075653
372,0.06336967647075653
373,0.06336967647075653
374,0.06336967647075653
375,0.06336967647075653
376,0.06336967647075653
377,0.06336967647075653
378,-1.7277222871780396
379,-1.7277222871780396
380,-1.7277222871780396
381,-1.7277222871780396
382,-1.7277222871780396
383,-1.7277222871780396
384,-1.7277222871780396
385,-1.7277222871780396
386,-1.7277222871780396
387,-1.7277222871780396
388,0.971808910369873
389,0.971808910369873
390,0.971808910369873
391,0.971808910369873
392,0.971808910369873
393,0.971808910369873
394,0.971808910369873
395,0.971808910369873
396,0.971808910369873
397,0.971808910369873
398,0.971808910369873
399,0.971808910369873
400,0.971808910369873
401,0.971808910369873
402,0.971808910369873
403,0.971808910369873
404,0.971808910369873
405,0.971808910369873
406,0.971808910369873
407,0.971808910369873
408,0.971808910369873
409,0.971808910369873
410,0.971808910369873
411,0.971808910369873
412,0.971808910369873
413,0.971808910369873
414,0.971808910369873
415,0.971808910369873
416,0.971808910369873
417,0.971808910369873
418,0.971808910369873
419,0.971808910369873
420,0.971808910369873
421,0.971808910369873
422,0.971808910369873
423,0.971808910369873
424,0.971808910369873
425,0.971808910369873
426,0.971808910369873
427,0.971808910369873
428,0.971808910369873
429,0.971808910369873
430,0.971808910369873
431,0.971808910369873
432,0.971808910369873
433,0.971808910369873
434,0.971808910369873
435,0.971808910369873
436,0.971808910369873
437,0.971808910369873
438,0.971808910369873
439,0.971808910369873
440,0.971808910369873
441,0.971808910369873
442,0.971808910369873
443,0.971808910369873
444,0.971808910369873
445,0.971808910369873
446,0.971808910369873
447,0.971808910369873
448,0.971808910369873
449,0.971808910369873
450,0.971808910369873
451,0.971808910369873
452,0.971808910369873
453,0.971808910369873
454,0.971808910369873
455,0.971808910369873
456,0.971808910369873
457,0.971808910369873
458,0.971808910369873
459,0.971808910369873
460,0.971808910369873
461,0.971808910369873
462,0.971808910369873
463,0.971808910369873
464,0.971808910369873
465,0.971808910369873
466,0.971808910369873
467,0.971808910369873
468,0.971808910369873
469,0.971808910369873
470,-0.7677621245384216
471,-0.7677621245384216
472,-0.7677621245384216
473,-0.7677621245384216
474,-0.7677621245384216
475,-0.7677621245384216
476,-0.7677621245384216
477,-0.7677621245384216
478,-0.7677621245384216
479,-0.7677621245384216
480,-0.7677621245384216
481,-0.7677621245384216
482,-0.7677621245384216
483,-0.7677621245384216
484,-0.7677621245384216
485,-0.7677621245384216
486,-1.8644686937332153
487,-1.8644686937332153
488,-1.8644686937332153
489,-1.8644686937332153
490,-1.8644686937332153
491,-1.8644686937332153
492,-1.8644686937332153
493,-1.8644686937332153
494,-1.8644686937332153
495,-1.8644686937332153
496,-1.8644686937332153
497,-1.8644686937332153
498,-1.8644686937332153
499,-1.8644686937332153
500,-1.8644686937332153
501,-1.8644686937332153
