Steps,Headings
345,2.2929999828338623
346,1.9329999685287476
347,1.6990000009536743
348,1.621999979019165
349,1.6160000562667847
350,1.8179999589920044
351,2.068000078201294
352,1.9539999961853027
353,1.7230000495910645
354,1.5640000104904175
355,1.4500000476837158
356,1.2710000276565552
357,1.1330000162124634
358,1.0190000534057617
359,1.2089999914169312
360,1.2319999933242798
361,1.0859999656677246
362,0.9340000152587891
363,2.6500000953674316
364,2.681999921798706
365,2.8440001010894775
366,-3.0789999961853027
367,-2.696000099182129
368,-2.5799999237060547
369,-2.700000047683716
370,-2.7790000438690186
371,-2.9719998836517334
372,3.0739998817443848
373,2.9040000438690186
374,3.0299999713897705
375,-2.996000051498413
376,-2.946000099182129
377,-2.934000015258789
378,1.0420000553131104
379,1.1690000295639038
380,1.4179999828338623
381,1.7050000429153442
382,1.8559999465942383
383,1.9880000352859497
384,2.0959999561309814
385,2.1570000648498535
386,2.1510000228881836
387,1.871999979019165
388,0.15299999713897705
389,0.31700000166893005
390,0.3490000069141388
391,0.15000000596046448
392,-0.07699999958276749
393,-0.32499998807907104
394,-0.26600000262260437
395,0.04399999976158142
396,0.3319999873638153
397,0.45100000500679016
398,0.35899999737739563
399,0.328000009059906
400,0.296999990940094
401,0.2630000114440918
402,0.23999999463558197
403,0.22699999809265137
404,0.3050000071525574
405,0.47999998927116394
406,0.47099998593330383
407,0.4449999928474426
408,0.7490000128746033
409,1.0989999771118164
410,1.3480000495910645
411,1.7519999742507935
412,1.9500000476837158
413,2.0339999198913574
414,2.0250000953674316
415,2.13100004196167
416,2.450000047683716
417,2.746999979019165
418,3.1010000705718994
419,-2.7019999027252197
420,-2.2939999103546143
421,-2.0369999408721924
422,-1.6929999589920044
423,-1.3270000219345093
424,-1.090999960899353
425,-0.9319999814033508
426,-1.1640000343322754
427,-1.5260000228881836
428,-1.5640000104904175
429,-1.4919999837875366
430,-1.305999994277954
431,-0.9980000257492065
432,-0.652999997138977
433,-0.3869999945163727
434,-0.2770000100135803
435,-0.28299999237060547
436,-0.2630000114440918
437,-0.050999999046325684
438,0.42100000381469727
439,0.875
440,1.2059999704360962
441,1.6380000114440918
442,1.9019999504089355
443,1.7910000085830688
444,1.4819999933242798
445,1.3769999742507935
446,1.468000054359436
447,1.38100004196167
448,1.3250000476837158
449,1.1160000562667847
450,0.9160000085830688
451,0.8759999871253967
452,1.2350000143051147
453,1.7419999837875366
454,2.1010000705718994
455,2.5769999027252197
456,2.931999921798706
457,2.822999954223633
458,2.4739999771118164
459,2.2939999103546143
460,2.2980000972747803
461,2.063999891281128
462,1.774999976158142
463,1.7649999856948853
464,1.8530000448226929
465,1.88100004196167
466,1.805999994277954
467,1.7719999551773071
468,1.7139999866485596
469,1.7020000219345093
470,0.8140000104904175
471,0.6819999814033508
472,0.574999988079071
473,0.550000011920929
474,0.48399999737739563
475,0.2199999988079071
476,0.18799999356269836
477,0.2160000056028366
478,0.367000013589859
479,0.4020000100135803
480,0.44600000977516174
481,0.414000004529953
482,0.41600000858306885
483,0.6370000243186951
484,0.8930000066757202
485,1.034000039100647
486,-0.14800000190734863
487,-0.09000000357627869
488,-0.11599999666213989
489,-0.14499999582767487
490,-0.1940000057220459
491,-0.20000000298023224
492,-0.2809999883174896
493,-0.25099998712539673
494,-0.01600000075995922
495,0.3269999921321869
496,0.6240000128746033
497,0.7020000219345093
498,0.5540000200271606
499,0.527999997138977
500,0.6639999747276306
501,1.5130000114440918
502,1.9950000047683716
503,2.427000045776367
504,2.7290000915527344
505,3.1070001125335693
506,-2.927999973297119
507,-2.7699999809265137
508,-2.7200000286102295
509,-2.6089999675750732
510,-2.250999927520752
511,-1.878000020980835
512,-1.6720000505447388
513,-1.6139999628067017
514,-1.8009999990463257
515,-2.0980000495910645
516,-2.3989999294281006
517,-2.7239999771118164
518,-3.130000114440918
519,2.944999933242798
520,2.9609999656677246
521,3.125
522,-2.7850000858306885
523,-2.6419999599456787
524,-2.828000068664551
525,-3.052000045776367
526,3.071000099182129
527,3.1110000610351562
528,-2.9119999408721924
529,-2.6080000400543213
530,-2.2130000591278076
531,-2.0220000743865967
532,-1.8140000104904175
533,-1.4040000438690186
534,-1.1130000352859497
535,-1.0980000495910645
536,-1.062000036239624
537,-1.1950000524520874
538,-1.187999963760376
539,-1.3869999647140503
540,-1.3639999628067017
541,-1.2879999876022339
542,-1.2130000591278076
543,-1.0870000123977661
544,-0.9539999961853027
545,-0.9290000200271606
546,-0.9620000123977661
547,-1.031000018119812
548,-1.3229999542236328
549,-1.7359999418258667
550,-1.9290000200271606
551,-2.1089999675750732
552,1.7059999704360962
553,1.6610000133514404
554,1.9049999713897705
555,2.180000066757202
556,2.4260001182556152
557,2.736999988555908
558,-3.134000062942505
559,-2.934999942779541
560,-2.7750000953674316
561,-2.628000020980835
562,-2.5739998817443848
563,-2.561000108718872
564,-2.5139999389648438
565,-2.3310000896453857
566,-2.2360000610351562
567,-2.109999895095825
568,-2.061000108718872
569,-1.9570000171661377
570,-1.9769999980926514
571,-2.0160000324249268
572,-2.046999931335449
573,-2.003999948501587
574,-1.7089999914169312
575,-1.2910000085830688
576,-0.8930000066757202
577,-0.4480000138282776
578,-0.08500000089406967
579,0.38600000739097595
580,0.8240000009536743
581,1.194000005722046
582,1.6540000438690186
583,2.0
584,2.308000087738037
585,2.690000057220459
586,2.884000062942505
587,2.938999891281128
588,2.937000036239624
589,2.8310000896453857
590,2.7739999294281006
591,2.7639999389648438
592,2.997999906539917
593,-2.98799991607666
594,-2.625
595,-2.3480000495910645
596,-2.259999990463257
597,-2.2330000400543213
598,-2.177000045776367
599,-2.3380000591278076
600,-2.7249999046325684
601,-2.9240000247955322
602,-2.1559998989105225
603,-2.1549999713897705
604,-2.1600000858306885
605,-2.4860000610351562
606,-2.880000114440918
607,3.055000066757202
608,2.6410000324249268
609,2.369999885559082
610,2.1549999713897705
611,2.013000011444092
612,2.0869998931884766
613,2.4670000076293945
614,2.9170000553131104
615,-3.1019999980926514
616,-2.997999906539917
617,-2.7279999256134033
618,-2.3910000324249268
619,-2.2160000801086426
620,-2.0320000648498535
621,-1.715000033378601
622,-1.527999997138977
623,-1.472000002861023
624,-1.5449999570846558
625,-1.5479999780654907
626,-1.6050000190734863
627,-1.7309999465942383
628,-1.7300000190734863
629,-1.909000039100647
630,-1.9589999914169312
631,-1.805999994277954
632,-1.5460000038146973
633,-1.559999942779541
634,1.315999984741211
635,1.3170000314712524
636,1.315999984741211
637,1.3890000581741333
638,1.6749999523162842
639,2.0239999294281006
640,2.2939999103546143
641,2.4549999237060547
642,2.503000020980835
643,2.441999912261963
644,2.2079999446868896
645,1.9279999732971191
646,1.6050000190734863
647,1.2640000581741333
648,1.440000057220459
649,1.8580000400543213
650,2.2179999351501465
651,2.6010000705718994
652,2.86299991607666
653,-2.99399995803833
654,-2.802000045776367
655,-2.7160000801086426
656,-2.5309998989105225
657,-2.4670000076293945
658,-2.421999931335449
659,-2.0869998931884766
660,-2.0220000743865967
661,-2.1449999809265137
662,-2.197000026702881
663,-2.115000009536743
664,-1.909999966621399
665,-1.684000015258789
666,-1.3940000534057617
667,-1.0169999599456787
668,-0.8240000009536743
669,-0.8389999866485596
670,-0.5820000171661377
671,-0.36000001430511475
672,-0.3009999990463257
673,-0.12600000202655792
674,0.023000000044703484
675,0.19200000166893005
676,0.6740000247955322
677,1.1959999799728394
678,1.5479999780654907
679,1.5829999446868896
680,1.6710000038146973
681,1.7960000038146973
682,1.809000015258789
683,1.9450000524520874
684,2.2850000858306885
685,2.5889999866485596
686,2.9000000953674316
687,-3.0350000858306885
688,-3.062999963760376
689,-3.0889999866485596
690,-3.003000020980835
691,-2.9210000038146973
692,-2.8310000896453857
693,-2.696000099182129
694,-2.6649999618530273
695,-2.6710000038146973
696,-2.6579999923706055
697,-2.7909998893737793
698,3.131999969482422
699,2.688999891281128
700,2.3480000495910645
701,1.9470000267028809
702,1.6510000228881836
703,1.4759999513626099
704,1.4299999475479126
705,1.7200000286102295
706,2.111999988555908
707,2.446000099182129
708,2.5460000038146973
709,2.740999937057495
710,-2.378000020980835
711,-2.328000068664551
712,-2.183000087738037
713,-2.1760001182556152
714,-2.1760001182556152
715,-2.2109999656677246
716,-2.2760000228881836
717,-2.1029999256134033
718,-2.002000093460083
719,-1.9600000381469727
720,-1.9570000171661377
721,-1.8559999465942383
722,-1.5700000524520874
723,-1.2719999551773071
724,-1.1749999523162842
725,-1.3250000476837158
726,-1.3329999446868896
727,-1.3489999771118164
728,-1.2910000085830688
729,-1.2269999980926514
730,-1.2660000324249268
731,-1.3329999446868896
732,-1.625
733,-2.007999897003174
734,-2.2230000495910645
735,-2.3269999027252197
736,-2.1619999408721924
737,-1.9579999446868896
738,-1.847000002861023
739,-1.7109999656677246
740,-1.8830000162124634
741,-2.11899995803833
742,-2.2360000610351562
743,-2.1610000133514404
744,-2.253000020980835
745,-2.434000015258789
746,-2.309000015258789
747,-2.0799999237060547
748,-1.8070000410079956
749,-1.4110000133514404
750,-1.1239999532699585
751,-1.055999994277954
752,-0.9990000128746033
753,-0.859000027179718
754,-0.8539999723434448
755,-0.878000020980835
756,-0.9350000023841858
757,-0.9300000071525574
758,-0.9269999861717224
759,-0.8479999899864197
760,-0.8410000205039978
761,-0.8920000195503235
762,-0.8920000195503235
763,-0.8740000128746033
764,-0.8650000095367432
765,-0.8420000076293945
766,-0.6480000019073486
767,-0.41100001335144043
768,-0.36500000953674316
769,-0.4020000100135803
770,-0.4449999928474426
771,-0.6460000276565552
772,-0.7559999823570251
773,-0.8100000023841858
774,-0.8370000123977661
775,-0.7799999713897705
776,-0.4950000047683716
777,-0.13300000131130219
778,0.2939999997615814
779,0.5509999990463257
780,0.6060000061988831
781,0.5149999856948853
782,-1.309000015258789
783,-1.3819999694824219
784,-1.4509999752044678
785,-1.1979999542236328
786,-0.9319999814033508
787,-0.9049999713897705
788,-0.8619999885559082
789,-0.9869999885559082
790,-1.3029999732971191
791,-1.6330000162124634
792,-1.6990000009536743
793,-1.7050000429153442
794,-1.5809999704360962
795,-1.6349999904632568
796,-1.6109999418258667
797,-1.2690000534057617
798,-1.0499999523162842
799,-0.953000009059906
800,-0.953000009059906
801,-0.7919999957084656
802,-0.640999972820282
803,-0.6899999976158142
804,-0.824999988079071
805,-1.0390000343322754
806,-1.1030000448226929
807,-1.1799999475479126
808,-1.0670000314712524
809,-1.0859999656677246
810,0.3889999985694885
811,-1.434000015258789
812,-1.3949999809265137
813,-1.218999981880188
814,-1.2009999752044678
815,-1.2259999513626099
816,-1.0180000066757202
817,-1.097000002861023
818,-1.4229999780654907
819,-1.687999963760376
820,-1.7380000352859497
821,-1.649999976158142
822,-1.7139999866485596
823,-1.8380000591278076
824,-2.0510001182556152
825,-2.302999973297119
826,-2.5480000972747803
827,-2.6410000324249268
828,-2.688999891281128
829,-2.6710000038146973
830,-2.4509999752044678
831,-2.065000057220459
832,-1.7649999856948853
833,-1.4390000104904175
834,-1.1160000562667847
835,-0.6389999985694885
836,-0.14800000190734863
837,0.29600000381469727
838,0.6800000071525574
839,0.8769999742507935
840,0.996999979019165
841,1.3960000276565552
842,1.6519999504089355
843,1.7979999780654907
844,1.7480000257492065
845,1.5809999704360962
846,1.5850000381469727
847,1.5859999656677246
848,1.284999966621399
849,1.0399999618530273
850,0.8270000219345093
851,0.5820000171661377
852,0.31299999356269836
853,0.296999990940094
854,0.33399999141693115
855,0.3440000116825104
856,0.36500000953674316
857,0.4729999899864197
858,0.7250000238418579
859,1.0700000524520874
860,1.2170000076293945
861,1.0779999494552612
862,1.090000033378601
863,1.2769999504089355
864,1.3450000286102295
865,1.3969999551773071
866,1.4509999752044678
867,1.503999948501587
868,1.5609999895095825
869,1.6130000352859497
870,1.6990000009536743
871,1.8020000457763672
872,1.6890000104904175
873,1.5290000438690186
874,1.4830000400543213
875,1.6390000581741333
876,2.0350000858306885
877,2.3949999809265137
878,2.6110000610351562
879,2.9639999866485596
880,-2.986999988555908
881,-0.8820000290870667
882,-0.7839999794960022
883,-0.5929999947547913
884,-0.3440000116825104
885,-0.0560000017285347
886,0.09300000220537186
887,0.05299999937415123
888,0.13199999928474426
889,-0.07100000232458115
890,-0.3019999861717224
891,-0.28299999237060547
892,-0.2070000022649765
893,-0.10100000351667404
894,0.0860000029206276
895,0.5600000023841858
896,0.968999981880188
897,0.9089999794960022
898,0.5889999866485596
899,0.25200000405311584
900,0.11100000143051147
901,0.10499999672174454
902,0.16899999976158142
903,-2.50600004196167
904,-2.4189999103546143
905,-2.4070000648498535
906,-2.447999954223633
907,-2.4839999675750732
908,-2.4760000705718994
909,-2.437000036239624
910,-2.359999895095825
911,-2.0989999771118164
912,-1.8830000162124634
913,-2.0260000228881836
914,-2.119999885559082
915,-2.259999990463257
916,-2.4619998931884766
917,-2.4739999771118164
918,-2.4769999980926514
919,-2.63700008392334
920,-2.950000047683716
921,2.994999885559082
922,2.6489999294281006
923,2.486999988555908
924,2.1459999084472656
925,1.8639999628067017
926,1.5679999589920044
927,1.3919999599456787
928,1.3949999809265137
929,1.36899995803833
930,1.0509999990463257
931,0.640999972820282
932,0.35600000619888306
933,0.3070000112056732
934,0.21899999678134918
935,0.13699999451637268
936,-0.04800000041723251
937,-0.08100000023841858
938,-0.0989999994635582
939,-0.11400000005960464
940,0.02199999988079071
941,0.32199999690055847
942,0.4189999997615814
943,0.4309999942779541
944,0.38199999928474426
945,0.32499998807907104
946,0.3089999854564667
947,0.15000000596046448
948,-0.1469999998807907
949,-0.31200000643730164
950,-0.453000009059906
951,-0.4950000047683716
952,-0.5059999823570251
953,-0.5109999775886536
954,-0.5019999742507935
955,-0.531000018119812
956,-0.7599999904632568
957,-1.9880000352859497
958,-2.125999927520752
959,-2.184000015258789
960,-1.9730000495910645
961,-1.8040000200271606
962,-1.753000020980835
963,-1.8309999704360962
964,-1.968999981880188
965,-1.9730000495910645
966,-2.052999973297119
967,-2.2079999446868896
968,-2.6029999256134033
969,-2.934999942779541
970,3.0230000019073486
971,2.8989999294281006
972,2.819999933242798
973,2.8910000324249268
974,3.11899995803833
975,-2.7660000324249268
976,-2.2899999618530273
977,-1.9040000438690186
978,-1.7259999513626099
979,-1.840999960899353
980,-2.181999921798706
981,-2.6459999084472656
982,-2.890000104904175
983,-2.885999917984009
984,-2.822999954223633
985,-2.7909998893737793
986,-2.740000009536743
987,-2.700000047683716
988,-2.7880001068115234
989,-2.872999906539917
990,-2.928999900817871
991,-2.9539999961853027
992,-3.003000020980835
993,-3.063999891281128
994,-2.8469998836517334
995,-2.5299999713897705
996,-2.4059998989105225
997,-2.302999973297119
998,-2.3440001010894775
999,-2.305999994277954
1000,-2.5360000133514404
1001,2.943000078201294
1002,2.7209999561309814
1003,2.678999900817871
1004,2.553999900817871
1005,2.5739998817443848
1006,2.5759999752044678
1007,2.3369998931884766
1008,2.0399999618530273
1009,1.8650000095367432
1010,1.7929999828338623
1011,1.753999948501587
1012,2.0829999446868896
1013,2.4089999198913574
1014,2.674999952316284
1015,2.505000114440918
1016,2.118000030517578
1017,1.9450000524520874
1018,1.7999999523162842
1019,1.5549999475479126
1020,1.1050000190734863
1021,0.6769999861717224
1022,0.2759999930858612
1023,-0.014000000432133675
1024,-0.41600000858306885
1025,-0.9200000166893005
1026,-1.4420000314712524
1027,-1.899999976158142
1028,-2.194999933242798
1029,-2.1679999828338623
1030,-1.909000039100647
1031,-1.6610000133514404
1032,-1.8240000009536743
1033,-2.197000026702881
1034,-2.3259999752044678
1035,-2.2980000972747803
1036,-2.325000047683716
1037,-2.066999912261963
1038,-1.75600004196167
1039,-1.4320000410079956
1040,-0.9610000252723694
1041,-0.47999998927116394
1042,-0.07400000095367432
1043,0.14900000393390656
1044,0.3310000002384186
1045,0.2939999997615814
1046,0.3449999988079071
1047,0.20200000703334808
1048,0.03200000151991844
1049,-0.08399999886751175
1050,-0.3790000081062317
1051,-0.699999988079071
1052,-0.7710000276565552
1053,-0.8769999742507935
1054,-0.9330000281333923
1055,-1.0579999685287476
1056,-1.4179999828338623
1057,-1.7000000476837158
1058,-1.5920000076293945
1059,-1.2350000143051147
1060,-0.7950000166893005
1061,-0.4099999964237213
1062,-0.1420000046491623
1063,0.00800000037997961
1064,0.04600000008940697
1065,0.050999999046325684
1066,0.0949999988079071
1067,0.36000001430511475
1068,0.6940000057220459
1069,0.6800000071525574
1070,0.6100000143051147
1071,0.824999988079071
1072,1.097000002861023
1073,1.2719999551773071
1074,1.281999945640564
1075,1.600000023841858
1076,2.1050000190734863
1077,2.368000030517578
1078,2.305999994277954
1079,2.256999969482422
1080,0.30300000309944153
1081,0.36800000071525574
1082,0.41100001335144043
1083,0.44600000977516174
1084,0.4970000088214874
1085,0.675000011920929
1086,0.843999981880188
1087,1.25
1088,1.5140000581741333
1089,1.468000054359436
1090,1.4769999980926514
1091,1.6699999570846558
1092,1.7000000476837158
1093,1.5880000591278076
1094,1.597000002861023
1095,1.4830000400543213
1096,1.312999963760376
1097,1.3339999914169312
1098,1.6349999904632568
1099,1.8259999752044678
1100,2.0480000972747803
1101,2.36299991607666
1102,2.763000011444092
1103,3.11299991607666
1104,3.0969998836517334
1105,2.674999952316284
1106,2.372999906539917
1107,2.507999897003174
1108,2.8010001182556152
1109,3.056999921798706
1110,-2.859999895095825
1111,-2.5769999027252197
1112,-2.4100000858306885
1113,-2.3399999141693115
1114,-2.2669999599456787
1115,-2.0980000495910645
1116,-2.0409998893737793
1117,-2.0239999294281006
1118,-2.009999990463257
1119,-2.007999897003174
1120,-1.9559999704360962
1121,-1.9759999513626099
1122,-2.2009999752044678
1123,-2.2990000247955322
1124,-2.4210000038146973
1125,-2.3429999351501465
1126,-2.055999994277954
1127,-1.9709999561309814
1128,-0.33399999141693115
1129,-0.2709999978542328
1130,-0.23800000548362732
1131,-0.18700000643730164
1132,-0.08900000154972076
1133,0.12399999797344208
1134,0.34700000286102295
1135,0.47999998927116394
1136,0.5260000228881836
1137,0.24500000476837158
1138,-0.05400000140070915
1139,-0.01899999938905239
1140,0.23100000619888306
1141,0.20499999821186066
1142,0.17900000512599945
1143,0.1080000028014183
1144,0.03500000014901161
1145,0.003000000026077032
1146,0.15399999916553497
1147,0.4399999976158142
1148,0.5720000267028809
1149,0.5400000214576721
1150,0.4749999940395355
1151,0.5770000219345093
1152,0.5899999737739563
1153,0.5979999899864197
1154,0.8149999976158142
1155,1.0160000324249268
1156,1.5379999876022339
1157,2.0940001010894775
1158,2.496000051498413
1159,2.632999897003174
1160,2.489000082015991
1161,2.380000114440918
1162,2.4130001068115234
1163,2.365999937057495
1164,2.2639999389648438
1165,2.2039999961853027
1166,2.247999906539917
1167,2.369999885559082
1168,2.371000051498413
1169,2.5299999713897705
1170,2.562999963760376
1171,2.813999891281128
1172,2.993000030517578
1173,3.125
1174,3.00600004196167
1175,2.884000062942505
1176,2.6579999923706055
1177,2.4200000762939453
1178,2.1689999103546143
1179,2.1579999923706055
1180,2.2119998931884766
1181,-3.007999897003174
1182,-3.061000108718872
1183,3.0920000076293945
1184,2.9179999828338623
1185,2.743000030517578
1186,2.447000026702881
1187,2.13700008392334
1188,2.0230000019073486
1189,1.9700000286102295
1190,1.684999942779541
1191,1.3140000104904175
1192,0.9829999804496765
1193,0.8420000076293945
1194,1.0360000133514404
1195,1.1180000305175781
1196,1.1449999809265137
1197,1.128999948501587
1198,0.9490000009536743
1199,0.8889999985694885
1200,0.9559999704360962
1201,0.6890000104904175
1202,0.3070000112056732
1203,2.0889999866485596
1204,2.0369999408721924
1205,2.0320000648498535
1206,2.1530001163482666
1207,1.9819999933242798
1208,1.6369999647140503
1209,1.284999966621399
1210,1.0360000133514404
1211,1.0190000534057617
1212,1.1009999513626099
1213,1.2430000305175781
1214,1.4630000591278076
1215,1.722000002861023
1216,1.9299999475479126
1217,2.2799999713897705
1218,2.7279999256134033
1219,-3.052999973297119
1220,-2.563999891281128
1221,-2.0880000591278076
1222,-1.7330000400543213
1223,-1.7280000448226929
1224,-2.065999984741211
1225,-2.5429999828338623
1226,-2.9609999656677246
1227,3.0889999866485596
1228,2.9130001068115234
1229,2.7179999351501465
1230,2.4690001010894775
1231,2.2899999618530273
1232,2.246999979019165
1233,2.4130001068115234
