Episodes,Rewards
1,-1651.824462890625
2,-1249.4442138671875
3,-1411.5064697265625
4,-1231.2442626953125
5,-1470.617431640625
6,-1282.4913330078125
7,-1382.8935546875
8,-1197.7490234375
9,-1469.2808837890625
10,-1474.905517578125
11,-2364.46337890625
12,-1345.19140625
13,-1506.669921875
14,-1230.029541015625
15,-1325.720947265625
16,-1847.7850341796875
17,-1559.3607177734375
18,-1253.5345458984375
19,-1446.6781005859375
20,-1461.2901611328125
21,-994.9037475585938
22,-1264.033935546875
23,-1452.7916259765625
24,-1441.024658203125
25,-1582.0711669921875
26,-1984.9521484375
27,-1645.572509765625
28,-2147.610107421875
29,-1253.3543701171875
30,-1212.96875
31,-1539.813720703125
32,-1331.8238525390625
33,-1545.8648681640625
34,-1605.5218505859375
35,-1504.92431640625
36,-889.1171264648438
37,-1382.15771484375
38,-1112.79736328125
39,-1729.897705078125
40,-1462.105224609375
41,-1753.03759765625
42,-1832.8800048828125
43,-1516.599609375
44,-1203.55078125
45,-1541.4708251953125
46,-1685.08447265625
47,-1375.5396728515625
48,-2049.87109375
