Episodes,Rewards
1,-1094.3270263671875
2,-1301.9771728515625
3,-1623.2818603515625
4,-1462.4617919921875
5,-1437.4881591796875
6,-1415.5191650390625
7,-1777.2293701171875
8,-1287.6575927734375
9,-1350.427490234375
10,-1321.7528076171875
11,-1281.5164794921875
12,-1700.8916015625
13,-1035.3988037109375
14,-1481.0438232421875
15,998.0137329101562
16,-1301.7457275390625
17,-1329.83203125
18,-1507.810302734375
19,-1458.59716796875
20,-1483.4761962890625
21,-1238.716064453125
22,-1773.876953125
23,-1534.181396484375
24,-1776.755615234375
25,-1393.4481201171875
26,-1511.267333984375
27,-1603.705322265625
28,-1640.5435791015625
29,1053.3896484375
30,-1495.7652587890625
31,-2227.068359375
32,-1199.2720947265625
33,-1477.109130859375
34,-1836.859375
35,-1944.193603515625
36,-1341.286865234375
37,-2640.248291015625
38,-340.6630554199219
39,-1379.6905517578125
40,-1583.6329345703125
41,988.0690307617188
42,-1718.979736328125
43,-1606.89697265625
44,-1458.2138671875
45,-2100.651123046875
46,-1910.12158203125
47,-1531.269287109375
48,-1715.2091064453125
