Episodes,Rewards
1,-1551.252685546875
2,-1293.9256591796875
3,-1122.8909912109375
4,-1079.3857421875
5,-1524.7109375
6,-1168.615966796875
7,-1176.0560302734375
8,-1078.9945068359375
9,-1069.90185546875
10,-985.3212890625
11,-1015.9738159179688
12,-1222.812744140625
13,-1191.450927734375
14,-1503.6365966796875
15,1238.5357666015625
16,-1048.370361328125
17,-1095.4940185546875
18,-1351.830078125
19,-1471.609619140625
20,-1128.9954833984375
21,-1440.0635986328125
22,-1164.3917236328125
23,-1659.19677734375
24,-1190.3155517578125
25,-1597.966064453125
26,-1115.603759765625
27,-1082.562255859375
28,-937.3395385742188
29,-1571.921142578125
30,1052.8812255859375
31,-967.5159301757812
32,-1323.2220458984375
33,1097.62841796875
34,-1623.1925048828125
35,-1112.860107421875
36,-1468.7852783203125
37,1206.4444580078125
38,-1333.8499755859375
39,1028.291259765625
40,-1707.99609375
41,-1037.2647705078125
42,-1185.3392333984375
43,-1690.2347412109375
44,-1230.6854248046875
45,-1630.8836669921875
46,-986.0665283203125
47,-1484.222412109375
48,-1315.8421630859375
