Episodes,Goal Rates
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.10000000149011612
22,0.0908999964594841
23,0.16670000553131104
24,0.15379999577999115
25,0.1429000049829483
26,0.13330000638961792
27,0.125
28,0.11760000139474869
29,0.16670000553131104
30,0.15790000557899475
31,0.15000000596046448
32,0.1429000049829483
33,0.1817999929189682
34,0.17389999330043793
35,0.20829999446868896
36,0.20000000298023224
37,0.1923000067472458
38,0.18520000576972961
39,0.1785999983549118
40,0.17239999771118164
41,0.16670000553131104
42,0.16670000553131104
43,0.19349999725818634
44,0.19349999725818634
45,0.19349999725818634
46,0.19349999725818634
47,0.19349999725818634
48,0.21879999339580536
