Episodes,Rewards
1,-3065.4765625
2,-2079.037841796875
3,-3148.922607421875
4,-2639.398681640625
5,-1719.1566162109375
6,-2715.8251953125
7,-2379.271484375
8,-1706.71826171875
9,-1623.1510009765625
10,-2040.501953125
11,-1937.203125
12,-3142.005615234375
13,-1955.3514404296875
14,-3111.611572265625
15,-2168.06103515625
16,-2848.715087890625
17,-3161.55615234375
18,-3158.19970703125
19,-3164.279296875
20,-1823.5816650390625
21,1000.0
22,-1597.9923095703125
23,893.8883056640625
24,-1574.4381103515625
25,-1679.5426025390625
26,-1634.5087890625
27,-1578.614990234375
28,-1708.97802734375
29,1000.0
30,-1711.7847900390625
31,-1359.664306640625
32,-1631.0311279296875
33,568.0322875976562
34,-1862.349609375
35,1000.0
36,-1882.6326904296875
37,-1498.041259765625
38,-2138.080322265625
39,-2173.333984375
40,-2666.1689453125
41,-2071.236572265625
42,-1831.0750732421875
43,1195.951416015625
44,-1845.061279296875
45,-2215.709716796875
46,-1738.0006103515625
47,-2039.3055419921875
48,657.7368774414062
