Episodes,Goal Rates
1,0.0
2,0.5
3,0.666700005531311
4,0.75
5,0.6000000238418579
6,0.666700005531311
7,0.571399986743927
8,0.625
9,0.5555999875068665
10,0.6000000238418579
11,0.5454999804496765
12,0.583299994468689
13,0.5385000109672546
14,0.5
15,0.4666999876499176
16,0.5
17,0.4706000089645386
18,0.5
19,0.47369998693466187
20,0.5
21,0.47620001435279846
22,0.5
23,0.478300005197525
24,0.5
25,0.47999998927116394
26,0.5
27,0.4814999997615814
28,0.5
29,0.4828000068664551
30,0.5
31,0.4839000105857849
32,0.5
33,0.4706000089645386
34,0.48570001125335693
35,0.4722000062465668
36,0.48649999499320984
37,0.47369998693466187
38,0.487199991941452
39,0.4749999940395355
40,0.4878000020980835
41,0.47620001435279846
42,0.48840001225471497
43,0.4772999882698059
44,0.48890000581741333
45,0.478300005197525
46,0.4893999993801117
47,0.47920000553131104
48,0.48980000615119934
