Episodes,Rewards
1,-1810.66015625
2,-1689.5828857421875
3,-1288.4930419921875
4,-1000.0
5,-1185.7867431640625
6,-1550.918701171875
7,-1000.0
8,-1010.0
9,-1000.0
10,-1340.464111328125
11,-1268.5052490234375
12,-1165.3475341796875
13,-1426.301025390625
14,-1162.0478515625
15,-1208.2310791015625
16,-1240.9407958984375
17,-1275.9566650390625
18,-1091.2628173828125
19,-1590.05078125
20,-1016.5859375
21,-1382.20556640625
22,-1000.0
23,-1401.7139892578125
24,-1484.2821044921875
25,-1635.3759765625
26,-925.8306884765625
27,-1000.0
28,-1000.0
29,-1000.0
30,-1000.0
31,-1004.6673583984375
32,-961.2387084960938
33,-1330.801513671875
34,-1573.0126953125
35,-1000.0
36,-1402.4449462890625
37,-1378.123046875
38,-1324.212890625
39,-1334.27978515625
40,-1729.8870849609375
41,-1425.0279541015625
42,-1227.036865234375
43,-1354.1951904296875
44,-1707.42041015625
45,-1456.504638671875
46,-1197.15576171875
47,-1538.203369140625
48,-1174.6707763671875
