Episodes,Rewards
1,-1339.5262451171875
2,-1155.2659912109375
3,-1585.513427734375
4,1158.393798828125
5,-1010.3182983398438
6,-1319.6007080078125
7,-1305.046875
8,-1473.77587890625
9,-1358.1683349609375
10,-1232.9283447265625
11,-1312.561279296875
12,1084.1092529296875
13,-1367.009521484375
14,-1094.78173828125
15,-1392.4013671875
16,-1258.4478759765625
17,-1070.056396484375
18,-1327.3248291015625
19,-1192.40283203125
20,-1222.1800537109375
21,-1087.2823486328125
22,-1282.37890625
23,-1434.2332763671875
24,-1173.8011474609375
25,-1144.333251953125
26,-1191.3231201171875
27,-1267.391845703125
28,-1387.096435546875
29,-1367.1356201171875
30,1170.73388671875
31,-1450.4896240234375
32,-1242.1400146484375
33,-1317.8919677734375
34,-1058.3660888671875
35,-1237.0391845703125
36,-1188.93896484375
37,-1025.5250244140625
38,1044.538330078125
39,-1229.7587890625
40,-1280.0166015625
41,-1452.2071533203125
42,-1301.6607666015625
43,-1851.54248046875
44,1056.1900634765625
45,-1508.3946533203125
46,-1983.9652099609375
47,-1064.99267578125
48,1153.5498046875
